"id";"unique_id";"name";"strasse_nr";"plz";"art";"angebot";"lieferung";"beschreibung_lieferangebot";"selbstabholung";"angebot_selbstabholung";"fon";"w3";"mail";"montag";"dienstag";"mittwoch";"donnerstag";"freitag";"samstag";"sonntag"
"2736";"933";"Cookies Cream / Crackers";"Behrenstraße 55";"10117";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Four course menu by Stephan Hentschel, head chef of Cookies Cream";"WAHR";"Orders placed on the same day must be placed by 16:30. Our delivery area is limited to the inner ring of Berlin however, we can deliver outside this area upon request.";"FALSCH";"";"+4930403689191";"https://cookies.show/";"hello@cookies.show";"12:00-21:00";"12:00-21:00";"12:00-21:00";"12:00-21:00";"12:00-21:00";"12:00-21:00";"12:00-21:00"
"447";"150";"McDonald's Friedrichstraße";"Friedrichstraße 141-142";"10117";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"McDonald's";"WAHR";"Über www.lieferando.de sind Bestellungen vorzunehmen.";"WAHR";"Jederzeit innerhalb der Öffnungszeiten von 07.00h-22.00h vor Ort zu bestellen und abzuholen. Eine Vorbestellung ist nicht nötig.";"+493020074936";"https://www.mcdonalds-olivermix.de";"91539@restaurant.de.mcd.com";"07:00-22:00";"07:00-22:00";"07:00-22:00";"07:00-22:00";"07:00-22:00";"07:00-22:00";"07:00-22:00"
"3009";"1028";"BLOCK HOUSE Friedrichstraße";"Friedrichstraße 100";"10117";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"In ganz Deutschland steht BLOCK HOUSE für zarte Steaks und frische Produkte.";"FALSCH";"";"WAHR";"BLOCK HOUSE. Außer House! Auswählen! Anrufen! Abholen!";"+493020074377";"https://www.block-house.de/restaurant/friedrichstrasse/";"online@block-house.de";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00"
"3267";"1116";"Furnilovers.com";"Leipziger Platz 16";"10117";"Möbel";"Designer Moebel online kaufen";"WAHR";"Wir liefern Bestellungen Deutschlandsweit";"FALSCH";"";"+4930403656051";"https://furnilovers.com";"shop@furnilovers.com";"";"";"";"";"";"";""
"708";"242";"Marienkäfer(ehem. Muckrakers)";"Marienstraße 18";"10117";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Pizza,Salate,Nudelgerichte";"WAHR";"";"WAHR";"";"+493032303532";"";"";"12:00-22:00";"12:00-22:00";"12:00-22:00";"12:00-22:00";"12:00-22:00";"12:00-22:00";""
"3273";"1118";"Ristorante Vino e Basilico";"Tucholsky Straße 18/20";"10117";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"italienische Küche. Antipasti, Pasta, Hauptgänge, Desserts";"WAHR";"Lieferungen ab 20 Euro, in Mitte, Fhain, Kreuzberg und Prenzl'berg und nach Absprache.";"WAHR";"Bestellungen sind zwischen 17 und 21 Uhr von Dienstag bis Samstag, telefonisch oder vor Ort möglich .";"+493027878885";"https://www.vinoebasilico.com";"info@vinoebasilico.com";"";"17:00-21:00";"17:00-21:00";"17:00-21:00";"17:00-21:00";"17:00-21:00";""
"738";"252";"Machiavelli Mitte";"Albrecht Straße 13";"10117";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Pizza, Pasta,Salate,Fisch,Fleisch,Desserts";"WAHR";"Wir liefern in Mitte, Tiergarten, Friedrichshain, Wedding, Moabit";"WAHR";"Sie können täglich von 11-21h bei uns abholen";"+493028046401";"https://wew.machiavelli-berlin.de";"albrechtstrasse@machiavelli-berlin.de";"10:00-22:00";"10:00-22:00";"10:00-22:00";"10:00-22:00";"10:00-22:00";"10:00-22:00";"10:00-22:00"
"741";"253";"Restaurant Nanoosh";"Mohrenstraße 50";"10117";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Hummus basiertes mediterranes organic Food Restaurant";"WAHR";"Lieferung frei Haus innerhalb von 5 km und Mindestbestellwert von 15,00€/ nur Mo-Fr";"WAHR";"Abholungen Mo-Fr von 11:30-14:30 / 18:00-21:00";"+493020143870";"https://www.nanoosh-germany.de";"eat@nanoosh.de";"11:00-14:30 & 18:00-21:00";"11:00-14:30 & 18:00-21:00";"11:00-14:30 & 18:00-21:00";"11:00-14:30 & 18:00-21:00";"11:00-14:30 & 18:00-21:00";"";""
"1254";"433";"Gormen UG";"Oberwallstraße 6";"10117";"Anderes (bitte bei der nächsten Frage beschreiben)";"Messtechnik";"WAHR";"Wir beliefern alle Firmen, in ganz Deutschland!";"FALSCH";"";"+493020459836";"https://www.gormen.de/";"office@gormen.de";"07:30-16:00";"07:30-16:00";"07:30-16:00";"07:30-16:00";"07:30-12:00";"";""
"246";"83";"espresso-ambulanz";"Oranienburger 51";"10117";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Coffee to go, frischer O-Saft, leckere Croissants, Kuchen, Bagel und mehr...";"FALSCH";"";"WAHR";"";"+493097893808";"https://www.espresso-ambulanz.de";"info@espresso-ambulanz.de";"09:00-15:00";"09:00-15:00";"09:00-15:00";"09:00-15:00";"09:00-15:00";"09:00-15:00";"09:00-15:00"
"3063";"1046";"Planet Wein";"Mohrenstraße 30";"10117";"Getränkemarkt";"Internationale Weine, Schaumweine & Spirituosen";"WAHR";"Unsere Lieferliste ist online. Wir liefern kompromisslos im gesamten Stadtgebiet";"WAHR";"Alle Weine auf sofort zum mitnehmen.";"+493020454118";"https://www.planet-weinhandel.de";"info@planet-weinhandel.de";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"";""
"3321";"1134";"Green Queen Flower GmbH";"Georgenstraße 17/18";"10117";"Blumenladen";"Bei der Auswahl unserer Blumen und Pflanzen achten wir verstärkt auf Produkte aus fairem Handel.";"WAHR";"Wir liefern im PLZ Gebiet 10117 Berlin";"WAHR";"Schnittblumen, Blumensträuße, Pflanzen, Flower Wraps, Rosen, Tulpen und vieles mehr...";"+491728929279";"https://www.greenqueen.de/shops/";"info@greenqueen.de";"07:00-18:00";"07:00-18:00";"07:00-18:00";"07:00-18:00";"07:00-18:00";"08:00-18:00";"08:00-18:00"
"2043";"698";"Restaurant Rosmarin";"Oranienburgerstraße 66";"10117";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Mediterraner Gerichte( alles glutenfrei),  Pizza, Pasta, Salate, Fleisch";"WAHR";"Wir liefern in Mitte";"WAHR";"Bei uns kann man alles sofort bestellen und gleich mitnehmen";"+491782322988";"";"info@dasrosmarin.de";"11:00-21:00";"11:00-21:00";"11:00-21:00";"11:00-21:00";"11:00-21:00";"12:00-22:00";"11:00-21:00"
"1791";"613";"Büroshop Koschel";"Friedrichstraße 127";"10117";"Bürobedarf";"Büroartikel, Schulbedarf, Schreibprodukte von Clairefontaine, Brause, Rössler, Semikolon, Leuchtturm etc.";"WAHR";"Lieferung deutschlandweit";"WAHR";"";"+49302815439";"https://www.claireshop.de";"info@claireshop.de";"";"";"";"";"";"";""
"3339";"1140";"CHOI";"Fehrbelliner Straße 04";"10119";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Koreanisch, Vegetarisch, Gekocht wird sehr traditionell koreanisch.";"WAHR";"Immer Dienstag, Donnerstag, Samstag";"WAHR";"Immer Dienstag, Donnerstag und Samstag";"+4917661941932";"https://www.choiberlin.de";"info@choiberlin.de";"";"11:00-20:00";"";"11:00-20:00";"";"11:00-20:00";""
"2835";"968";"Polly Paper - Umweltfreundliche Schreibwaren";"Gipsstraße 23b";"10119";"Bürobedarf";"Schulbedarf, Bürobedarf, Geschenkverpackung, Grußkarten, Bastelbedarf, Recyclingpapier";"WAHR";"Abholung, DHL deutschlandweit, per Fahrrad im 3km-Umkreis";"WAHR";"Abholung direkt nach Bestellung von 12-18 Uhr werktags";"+491797650102";"https://www.pollypaper.de";"info@pollypaper.de";"11:00-18:00";"11:00-18:00";"11:00-18:00";"11:00-18:00";"11:00-18:00";"";""
"2586";"882";"Jan Kath Flagshipstore by Nyhues GmbH & Co. KG";"Brunnenstraße 3";"10119";"Anderes (bitte bei der nächsten Frage beschreiben)";"Designerteppiche, handgeknüpft, Fairtrade";"WAHR";"bundesweit nach Absprache...näheres auf unserer Webseite www.nyhues.de";"WAHR";"individuell vereinbar je nach Verfügbarkeit";"+493048496090";"https://www.nyhues.de";"info@jan-kath-berlin.de";"";"";"";"";"";"";""
"3105";"1060";"Café Gorki Park";"Weinbergsweg 25";"10119";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Russische Küche";"WAHR";"";"WAHR";"Sie können per Telefon oder vor Ort bestellen";"+49304487286";"https://gorki-park.de";"info@gorki-park.de";"12:00-19:00";"12:00-19:00";"12:00-19:00";"12:00-19:00";"12:00-19:00";"12:00-19:00";"12:00-19:00"
"1068";"369";"myfelt GmbH";"Brunnenstraße 29";"10119";"Möbel";"Hochwertig in Handarbeit und unter FairTrade hergestellte Wohn-Accessoires aus Filz - Teppiche, Sitzauflagen, Tisch- und Stuhlauflagen für ein schöneres Zuhause.";"WAHR";"Wir liefern deutschlandweit per DHL.";"WAHR";"Bestellungen zum Abholen müssen uns spätestens bis 18:00 Uhr am vorherigen Tag erreichen. Abholung werktags von 12 Uhr und 16 Uhr.";"+4916093250502";"https://www.myfelt.de";"info@myfelt.de";"12:00-16:00";"12:00-16:00";"12:00-16:00";"12:00-16:00";"12:00-16:00";"";""
"1332";"459";"Clearago GmbH";"Brunnenstraße 163";"10119";"Anderes (bitte bei der nächsten Frage beschreiben)";"Entsorgungsdienstleistung / Containerdienst";"WAHR";"Berlin und Bundesweit";"FALSCH";"";"+4930959982590";"https://www.clearago.de";"info@clearago.de";"07:00-17:00";"07:00-17:00";"07:00-17:00";"07:00-17:00";"07:00-17:00";"";""
"3381";"1154";"Sade Berlin";"Schwedter Straße 2";"10119";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Coffee zu mitnehmen und modebekleidung";"FALSCH";"";"WAHR";"Coffee zu mit nehmet und grinded coffee zu mutnehmen";"+491727319420";"https://instagram.com/sadeberlin?igshid=n8kebtoao9s2";"infosadeberlin@gmail.com";"09:00-19:00";"09:00-19:00";"09:00-19:00";"09:00-19:00";"09:00-19:00";"09:00-19:00";""
"3657";"1247";"Ryong";"Tor Straße 59";"10119";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Vegetarische japanisch-vietnamesische Küche";"WAHR";"Lieferungen per Lieferando";"WAHR";"Selbstabholen gerne nach telefonischer Vorbestellung";"+493030307047";"http://ryong.de";"hallo@ryong.de";"12:00-21:00";"12:00-21:00";"12:00-21:00";"12:00-21:00";"12:00-21:00";"17:00-21:00";"17:00-21:00"
"588";"198";"THE BARN BERLIN";"Schönhauser Allee 8";"10119";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Frisch geröstete Kaffeebohnen für zuhause, Take-Away Flat White mit Hafermilch. Brüh-Equipment.";"WAHR";"Wir liefern unsere Kaffeebohnen frei Haus in Deutschland. Bestellungen laufen über unseren Webshop www.thebarn.de";"WAHR";"Unser Abhol-Fenster ist täglich von 11:30-15:30 Uhr geöffnet. Einfach vorbeischauen. Parkplätze in unmittelbarer Nähe vorhanden!";"+4915124105136";"https://www.thebarn.de";"webshop@thebarn.de";"11:30-15:30";"11:30-15:30";"11:30-15:30";"11:30-15:30";"11:30-15:30";"11:30-15:30";"11:30-15:30"
"3663";"1249";"Muret la barba";"Rosenthaler Straße 61";"10119";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Italienische Küche";"FALSCH";"";"WAHR";"13:00 bis 19:00 Uhr";"+493028097212";"https://www.muretlabarba.de";"info@muretlabarba.de";"13:00-19:00";"13:00-19:00";"13:00-19:00";"13:00-19:00";"13:00-19:00";"13:00-19:00";""
"1362";"469";"Tor Kebap";"Torstraße 129";"10119";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Döner Kebap, Dürüm, Vegetarisch Falafel Halumi, pommes chicken nuggets schnitzel Salat getränke mit und ohne alc, chickenwings sorten";"WAHR";"3Km";"WAHR";"Es kann zu jederzeit bestellt werden und vor ort abgeholt werden";"+491734575942";"";"";"11:00-23:00";"";"";"";"";"";""
"1374";"473";"Ganick Getränke";"Schönhauser Allee 179";"10119";"Getränkemarkt";"Spirituosen, Sekte, Champagner, Biere, Wasser, Limonaden, Säfte, Weine von Ihrem freundlichen Getränkehandel aus dem Kiez. Bezahlung bar, girocard oder Kreditkarte. Wir haben ein mobiles Kartenterminal.";"WAHR";"Unsere aktuellen Liefergebiete und Lieferbedingungen werden auf unsere Webseite veröffentlicht.";"WAHR";"Wir haben für Sie geöffnet. Sie können ohne Bestellung sofort zu uns kommen und einkaufen.";"+4930780966680";"https://ganick.wir-liefern-getraenke.de/";"info@guh-getraenkekontor.de";"09:00-20:00";"09:00-20:00";"09:00-20:00";"09:00-20:00";"09:00-20:00";"09:00-20:00";""
"366";"123";"KWA - Kebap with attitude";"Gipsstraße2";"10119";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Döner kebap mit Fleisch oder Veggie Optionen";"WAHR";"Wir bieten euch unseren Abhol- und Lieferservice in Berlin Mitte täglich an von 13-21 Uhr!";"WAHR";"Zum Abholen bitte online, telefonisch oder im Restaurant bestellen.";"+493035529966";"https://www.eatkwa.de";"berlin1@eatkwa.de";"13:00-21:00";"13:00-21:00";"13:00-21:00";"13:00-21:00";"13:00-21:00";"13:00-21:00";"13:00-21:00"
"2418";"825";"PAPPA E CICCIA";"Schwedter Straße 18";"10119";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Lasagneria";"FALSCH";"";"WAHR";"";"+493061620801";"https://pappaeciccia.de";"";"12:00-18:00";"12:00-18:00";"12:00-18:00";"12:00-18:00";"12:00-18:00";"";""
"3186";"1088";"starstyling";"Mulackstraße 15";"10119";"Mode / Bekleidung";"Originelles Berliner Modelabel seit 2003 mit unverwechselbaren farbenfrohen Designs - in Berlin produziert!";"WAHR";"Wir liefern weiterhin nach Berlin, Deutschland, Europa, Welt";"WAHR";"Für persönliche Abholung in der Mulackstr.15 bitte per email Kontakt aufnehmen";"+493097005182";"https://shop.starstyling.net/de";"shop@starstyling.net";"";"";"";"";"";"";""
"1653";"567";"Rheinfrank - Antique Jewellery Berlin";"Linienstraße 44";"10119";"Anderes (bitte bei der nächsten Frage beschreiben)";"Große Auswahl an antiken Verlobungsringe und Eheringen von 1750 - 1980. Kostenlose Änderungen und Gravur durch Meistergoldschmied. Antikschmuck wie Ketten, Broschen, Armbänder, Herrenringe, Manschettenknöpfe. Alles ORIGINALE mit Zertifikat. 3-Stunden-Lieferservice in Berlin & Pot";"WAHR";"3-Stunden-Lieferservice in Berlin & Potsdam. Regulärer Lieferservice zum nächsten Wochentag durch UPS, DHL, FedEx. Natürlich kostenlos!";"FALSCH";"";"+493020689155";"https://www.antique-jewellery.de";"or@antique-jewellery.de";"11:00-19:00";"11:00-19:00";"11:00-19:00";"11:00-19:00";"11:00-19:00";"11:00-19:00";""
"1404";"483";"YUN Berlin";"Rosenthaler Straße 11";"10119";"Gesundheit";"Brillen";"WAHR";"";"FALSCH";"";"+493027577820";"https://www.yun-berlin.com";"customercare@yun-berlin.com";"";"";"";"";"";"";""
"2958";"1009";"Aapka Berlin";"Kastanienallee 50";"10119";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Indisches Restaurant";"WAHR";"10119, 10435, 10405, 13355, 10437, 10115";"WAHR";"Sie können tägl. von 16-22 Uhr vor Ort oder telefonisch bestellen und anschliessend im Restaurant abholen.";"+493044010494";"https://www.aapka.de";"info@aapka.de";"16:00-22:00";"16:00-22:00";"16:00-22:00";"16:00-22:00";"16:00-22:00";"16:00-22:00";"16:00-22:00"
"1941";"663";"FECHTNER";"Torstraße 114";"10119";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Gesundes Frühstück und Lunch mit saisonalen und überwiegend regionale Produkten. Kaffee- und Kuchenspezialitäten für eine süße Verführung am Nachmittag. Leckere Smoothies und frischgepresste Säfte runden das Angebot ab. Alles hausgemacht mit Liebe und Leidenschaft!";"FALSCH";"";"WAHR";"Täglich von 9 bis 18Uhr  könnt ihr bei uns per Mail oder telefonisch bestellen. Oder kommt vorbei und gebt eure Bestellungen auf und nehmt gleich noch einen unserer leckeren Kuchen mit.";"+4917661778485";"https://www.fechtner-delikatessen.de";"info@fechtner-delikatessen.de";"09:00-18:00";"09:00-18:00";"09:00-18:00";"09:00-18:00";"09:00-18:00";"09:00-18:00";"09:00-18:00"
"1959";"669";"Sole Fresh Berlin";"Steinstraße 4";"10119";"Anderes (bitte bei der nächsten Frage beschreiben)";"Schuhreinigung, Sneaker Reinigung, Schuhrestaurierung";"WAHR";"Liefern überall in Berlin";"FALSCH";"";"+4917628179990";"http://solefresh.de";"berlin@solefresh.de";"10:00-21:00";"10:00-21:00";"10:00-21:00";"10:00-21:00";"10:00-21:00";"";""
"3501";"1194";"Restaurant Fleischerei";"Schönhauser Allee 8";"10119";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"deutsch/alpenländische Metzgers-Küche, Steak-Spezialitäten und feine österreichische Weine";"WAHR";"Lieferungen im Umkreis von 2 km";"WAHR";"";"+493050182117";"http://www.fleischerei-berlin.com/";"info@fleischerei-berlin.com";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00"
"1200";"414";"Zur Rose";"Weinbergsweg 26";"10119";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Deutsche Küche -Schnitzel, Currywurst, Nürnberger, Spätzle und vieles mehr";"FALSCH";"";"WAHR";"Bestellungen zum Abholen bitte mindestens 20 min vorher";"+491749202709";"https://www.zur-rose-berlin.de";"zur-rose-berlin@web.de";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00"
"2490";"850";"Monokel Berlin";"Rosenthaler Straße 5";"10119";"Mode / Bekleidung";"Maßgefertigte Anzüge, Hemden, Jeans und Mäntel";"FALSCH";"";"WAHR";"Bereits bezahlte Bestellungen können täglich bis 13:00 Uhr nach Terminvereinbarung abgeholt werden.";"+493040042422";"https://www.monokelberlin.de/online-service/";"berlin@monokelberlin.de";"10:00-13:00";"10:00-13:00";"10:00-13:00";"10:00-13:00";"10:00-13:00";"";""
"3264";"1115";"Hundt Hammer Stein";"Alte Schönhauser Straße 23/24";"10119";"Buchhandlung";"Bücher";"WAHR";"Im Kiez";"WAHR";"";"+493023457669";"https://www.hundthammerstein.de";"info@hundthammerstein.de";"11:00-17:00";"11:00-17:00";"11:00-17:00";"11:00-17:00";"11:00-17:00";"11:00-17:00";""
"1476";"507";"LEOGANT";"Linienstraße 56";"10119";"Haushalt";"Wasserfilter und Trinkwasseraufbereitung";"WAHR";"Wir liefern alle Bestellungen innerhalb Berlins am selben Tag per Kurier.";"WAHR";"Alle Bestellungen können vor Ort abgeholt werden.";"+493078081130";"https://www.leogant.de";"hallo@leogant.de";"12:00-18:00";"12:00-18:00";"12:00-18:00";"12:00-18:00";"12:00-18:00";"";""
"1485";"510";"Jabe Dine&Bar";"Alte Schönhauser Straße 7-8";"10119";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Japanische Küche";"WAHR";"Bestellen Sie unkompliziert auf unsere Homepage";"WAHR";"";"+493028609214";"https://www.jaberestaurant.de";"info@jaberestaurant.de";"12:00-15:00 & 18:00-22:00";"12:00-15:00 & 18:00-22:00";"12:00-15:00 & 18:00-22:00";"12:00-15:00 & 18:00-22:00";"12:00-15:00 & 18:00-22:00";"12:00-15:00 & 18:00-22:00";"12:00-15:00 & 18:00-22:00"
"2511";"857";"R.S.V.P.";"Mulackstraße 14 + 26";"10119";"Anderes (bitte bei der nächsten Frage beschreiben)";"Papeterie, schöne Grußkarten, gehobene Schreibwaren, kein Schulbedarf, kein Bürobedarf!";"FALSCH";"";"WAHR";"Onlinebestellungen können nach telefonischer Absprache täglich zwischen ca. 12:00 und 15:00 abgeholt werden";"+493031956410";"https://www.rsvp-berlin.de";"info@rsvp-berlin.de";"";"";"";"";"";"";""
"2772";"945";"Ägyptischer Kulturladen Papyri";"Fehrbellinerstraße 22";"10119";"Buchhandlung";"Verkauf von Büchern in arabischer, deutscher u. englischer Sprache zum Vorderen Orient u. dem arabischen Raumm";"WAHR";"Lieferung per Post";"WAHR";"Bestellungen bis 18.00 h am Vortag";"+493040041859";"https://www.papyriberlin.de";"nabil@papyriberlin.de";"13:00-18:00";"13:00-18:00";"";"13:00-18:00";"13:00-18:00";"";""
"2019";"689";"cashmere*";"Choriner Straße 82";"10119";"Mode / Bekleidung";"Secondhand Online Shop für hochwertige ´Preloved´Designer Mode, feinste Qualität zu günstigen Preisen, zeitlos, klassisch, aktuell, Designklassiker, Einzelstücke & Lieblingsstücke!";"WAHR";"";"FALSCH";"";"+491791055344";"";"cashmeresternchen@gmail.com";"";"";"";"";"";"";""
"513";"172";"Heidi‘s Café";"Spreeufer 4";"10178";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Hausgebackene Kuchen & Kaffee (to go) u.a. Apfel-Streusel Kuchen, Cheesecake, Kalter Hund, Carrot Cake uvm.";"FALSCH";"";"WAHR";"";"+491732307762";"https://heidis-cafe.metro.rest";"info@heidis-cafe.de";"";"";"";"";"11:00-17:00";"11:00-17:00";"11:00-17:00"
"1305";"450";"Esra Falafel";"Rosa-Luxemburg-Straße 5 Und Oranienburger Straße 87";"10178";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Arabische  Küche";"WAHR";"Über Liefrando";"WAHR";"";"+4917683214391";"";"";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00";"12:00-20:00"
"2844";"971";"Rotisserie Weingrün";"Gertraudenstraße 10-12";"10178";"Gastronomie (Café, Restaurant, Imbiss, Lebensmittelhandlung, usw.)";"Broiler und Wein und Herbert Beltle's Wein Schnäppchenmarkt";"WAHR";"";"WAHR";"";"+493020621900";"https://www.rotisserie-weingruen.de";"info@eotisserie-weingruen.de";"16:00-20:00";"16:00-20:00";"16:00-20:00";"16:00-20:00";"16:00-20:00";"16:00-20:00";""
